date,log_return,volatility_garch
2018-02-01,0.0004888658586947,0.01634232518613944
2018-02-02,-0.0006482983520233,0.014557493673618721
2018-02-05,-0.0214366805166988,0.013011939831742361
2018-02-06,-0.0418425409383814,0.015324688435393422
2018-02-07,0.017290573348937,0.02347828522295725
2018-02-08,-0.0050141382237526,0.02208744149969254
2018-02-09,-0.0382590522458017,0.019772317968402713
2018-02-12,0.0148256451995243,0.024785952002751962
2018-02-13,0.0138186656781862,0.022848402472646565
2018-02-14,0.0026095219802775,0.021085808264676015
2018-02-15,0.013313439808897,0.018735769254918197
2018-02-16,0.0119968617767752,0.01756778123098673
2018-02-20,0.0003733996499216,0.01641074855597973
2018-02-21,-0.0058585171068373,0.014618033838262571
2018-02-22,-0.0055116644833109,0.013386307734031941
2018-02-23,0.0009730774855778,0.01230374555247747
2018-02-26,0.015901278245121,0.011029870094347359
2018-02-27,0.0116884386206273,0.011999504491775344
2018-02-28,-0.0127883114414675,0.011812004274972148
2018-03-01,-0.011157806083656,0.012226900301589674
2018-03-02,-0.0134139658548764,0.012203375284216769
2018-03-05,0.0050587854851985,0.012661647648167754
2018-03-06,0.0109716176105265,0.011498516966256495
2018-03-07,0.0026353829319968,0.011283812053546467
2018-03-08,-0.0004839918257163,0.010175693241244264
2018-03-09,0.0044531482088846,0.009202143227800282
2018-03-12,0.0172295467412075,0.008500584370451843
2018-03-13,-0.0012747973379984,0.0106690155026157
2018-03-14,-0.0063839104143147,0.00965608660889099
2018-03-15,-0.0057409698251887,0.009311194558994214
2018-03-16,-0.0007822363990965,0.008934357414551616
2018-03-19,0.0017019979472317,0.008145474255323056
2018-03-20,-0.0143060405413734,0.007448291216162631
2018-03-21,0.0014807086617189,0.009626494805395014
2018-03-22,-0.0018456921256294,0.008714393292520106
2018-03-23,-0.0254848869728544,0.008014392808280629
2018-03-26,-0.0211898073117506,0.013865163388365714
2018-03-27,0.0267950407060353,0.015828651908413545
2018-03-28,-0.0174272856453219,0.018277466060560733
2018-03-29,-0.0029209188994626,0.01818915394591115
2018-04-02,0.0136757774938434,0.016261981388348702
2018-04-03,-0.0225906823434958,0.015586219069345542
2018-04-04,0.012535961315741,0.017401920997091185
2018-04-05,0.0115001023464467,0.016348046758484072
2018-04-06,0.0068394214016512,0.015325454603208626
2018-04-09,-0.0221640670570649,0.013929331703092133
2018-04-10,0.0033309949675928,0.016146684541940615
2018-04-11,0.016588598996314,0.01442912036439498
2018-04-12,-0.0055406857724611,0.0146881005174139
2018-04-13,0.008216898697657,0.013415098082743665
2018-04-16,-0.0028907998267066,0.012445716859748225
2018-04-17,0.008076336801563,0.011276340723143664
2018-04-18,0.0106050716138667,0.010643751008186953
2018-04-19,0.0008310204075532,0.010540299679983224
2018-04-20,-0.0057425817958325,0.009498915496148872
2018-04-23,-0.0085731771883527,0.009087431620938039
2018-04-24,5.623011118453955e-05,0.009255359088337039
2018-04-25,-0.0134708880064751,0.008396742027724877
2018-04-26,0.0018353742328236,0.009973585859616121
2018-04-27,0.0103801441873769,0.009020311102419337
2018-04-30,0.0011130052713638,0.009237140951554566
2018-05-01,-0.0082211925489212,0.008375059218397601
2018-05-02,0.0025458021710273,0.008640504129577677
2018-05-03,-0.0072319512014023,0.00789927730651875
2018-05-04,-0.002256217585064,0.008076604260978514
2018-05-07,0.0127298100283349,0.007506609114573108
2018-05-08,0.0034519805549899,0.008712513777079765
2018-05-09,-0.0002656766117338,0.008010175779519181
2018-05-10,0.0096356479348687,0.007338564553991706
2018-05-11,0.0093270116038483,0.007818304347242525
2018-05-14,0.0017061392709612,0.008107273650453405
2018-05-15,0.0008830995101265,0.007415806845878696
2018-05-16,-0.0068656550439908,0.0068165834685159875
2018-05-17,0.0040523398475144,0.007186681071767114
2018-05-18,-0.0008562387886101,0.006778143943680622
2018-05-21,-0.0026356652545503,0.006322131916559793
2018-05-22,0.0073596045479333,0.006094246947990955
2018-05-23,-0.0031406885928751,0.006410349281207163
2018-05-24,0.0032431452068987,0.006226278021034106
2018-05-25,-0.0020252629577225,0.005914329136591286
2018-05-29,-0.0023600030541859,0.005698816245288565
2018-05-30,-0.0116315725117922,0.005561331176476424
2018-05-31,0.0126158753519238,0.007664822180452333
2018-06-01,-0.0069033332434342,0.008788609133013912
2018-06-04,0.0107907997092398,0.008704603885388547
2018-06-05,0.0044695948983522,0.009086529732042863
2018-06-06,0.0007023462695756,0.00840443475703728
2018-06-07,0.0085309006373119,0.007659530193394623
2018-06-08,-0.0007144436219845,0.007824752548108209
2018-06-11,0.0031210289077513,0.007197228570069557
2018-06-12,0.0010681370069403,0.006710506105873857
2018-06-13,0.0017418672787038,0.006221346055511577
2018-06-14,-0.0040342545414114,0.00582475002172294
2018-06-15,0.0024685005225036,0.005895392039640363
2018-06-18,-0.001017620315494,0.005587482329222471
2018-06-19,-0.0021283911808865,0.005347713218921594
2018-06-20,-0.0040315179513912,0.0052553301901101385
2018-06-21,0.0017106902241125,0.005461570766738841
2018-06-22,-0.0063657288432202,0.005195412733306644
2018-06-25,0.0018602032551338,0.005913436762251572
2018-06-26,-0.0138197229677706,0.005573099060955498
2018-06-27,0.0022021505056967,0.008409715119106643
2018-06-28,-0.0086415863131411,0.0076886671547908335
2018-06-29,0.0061596800190312,0.008222849489107347
2018-07-02,0.000758115887517,0.007874812493774962
2018-07-03,0.0030632608342934,0.00720699428726375
2018-07-05,-0.0049596292805336,0.006714769468228105
2018-07-06,0.0085838567455378,0.006740383666666369
2018-07-09,0.0084455176005801,0.007146060092736797
2018-07-10,0.0087842907853415,0.007418522369841621
2018-07-11,0.0034672493188218,0.007693310764388813
2018-07-12,-0.0071194863719165,0.007150926612330157
2018-07-13,0.0087109915801719,0.007489033602700666
2018-07-16,0.0010786555366086,0.007731389670211329
2018-07-17,-0.0010286646208985,0.007085691066276115
2018-07-18,0.0039658243434434,0.006589177084467022
2018-07-19,0.0021581820767374,0.006277903735470871
2018-07-20,-0.0039608268490495,0.005887873358427043
2018-07-23,-0.0009488977712743,0.005932169768831718
2018-07-24,0.0018363623432315,0.005625451170272337
2018-07-25,0.0047695188860535,0.0053345550487741075
2018-07-26,0.0090604350703727,0.005374322915635701
2018-07-27,-0.0030369027488673,0.006299460082117339
2018-07-30,-0.0065838346448454,0.006124096960847849
2018-07-31,-0.0057707893155871,0.006618632532314331
2018-08-01,0.004872837219303,0.006814903577903331
2018-08-02,-0.0010408930675711,0.006563420544167437
2018-08-03,0.0049143495822087,0.006153508626416165
2018-08-06,0.0046334320653479,0.006037829824379064
2018-08-07,0.0035319826508016,0.005908539794270239
2018-08-08,0.0028202017464857,0.005680514213117751
2018-08-09,-0.0002624143932951,0.005434717010217508
2018-08-10,-0.0014427146770399,0.005180939973550986
2018-08-13,-0.0071393122632444,0.005052975861373474
2018-08-14,-0.0040140376659802,0.006014709150788921
2018-08-15,0.0063689300164174,0.0060391036754529415
2018-08-16,-0.0076312085813788,0.006178514149488826
2018-08-17,0.0078882145526381,0.006903234853511458
2018-08-20,0.003317606375263,0.007122805970388374
2018-08-21,0.0024250749021282,0.00666244630892441
2018-08-22,0.002066399954627,0.006221389506121804
