date,close,high,low,open,volume,log_return,rv20
,^gspc,^gspc,^gspc,^gspc,^gspc,,
2018-03-20,2716.93994140625,2724.219970703125,2710.050048828125,2715.050048828125,3272590000,0.0014807086617189258,0.009302805493316108
2018-03-21,2711.929931640625,2739.139892578125,2709.7900390625,2714.989990234375,3434780000,-0.0018456921256294063,0.009224013347528415
2018-03-22,2643.68994140625,2695.679931640625,2641.590087890625,2691.360107421875,3765460000,-0.025484886972854417,0.010859046773029927
2018-03-23,2588.260009765625,2657.669921875,2585.889892578125,2646.7099609375,3829380000,-0.02118980731175066,0.010964582368296266
2018-03-26,2658.550048828125,2661.360107421875,2601.81005859375,2619.35009765625,3538080000,0.026795040706035392,0.012448310568738937
2018-03-27,2612.6201171875,2674.780029296875,2596.1201171875,2667.570068359375,3761320000,-0.0174272856453219,0.012696220059067623
2018-03-28,2605.0,2632.64990234375,2593.06005859375,2611.300048828125,3875720000,-0.002920918899462677,0.012531698075355207
2018-03-29,2640.8701171875,2659.070068359375,2609.719970703125,2614.409912109375,3572360000,0.013675777493843444,0.012701220461299572
2018-04-02,2581.8798828125,2638.300048828125,2553.800048828125,2633.449951171875,3635780000,-0.022590682343495868,0.013520664855069706
2018-04-03,2614.449951171875,2619.139892578125,2575.489990234375,2592.169921875,3395840000,0.012535961315741067,0.013604374118482374
2018-04-04,2644.68994140625,2649.860107421875,2573.610107421875,2584.0400390625,3369230000,0.01150010234644679,0.013904315984128803
2018-04-05,2662.840087890625,2672.080078125,2649.580078125,2657.360107421875,3230430000,0.006839421401651201,0.014029813400746419
2018-04-06,2604.469970703125,2656.8798828125,2586.27001953125,2645.820068359375,3312390000,-0.022164067057064987,0.014712493432010712
2018-04-09,2613.159912109375,2653.550048828125,2610.7900390625,2617.179931640625,3076140000,0.0033309949675928295,0.014043707229638382
2018-04-10,2656.8701171875,2665.449951171875,2635.780029296875,2638.409912109375,3579130000,0.01658859899631407,0.014724960245049384
2018-04-11,2642.18994140625,2661.429931640625,2639.25,2643.889892578125,3054520000,-0.005540685772461173,0.014713913048743683
2018-04-12,2663.989990234375,2674.719970703125,2653.830078125,2653.830078125,3045330000,0.008216898697657044,0.014871154951367689
2018-04-13,2656.300048828125,2680.260009765625,2645.050048828125,2676.89990234375,2988540000,-0.0028907998267066345,0.014872680699845521
2018-04-16,2677.840087890625,2686.489990234375,2665.159912109375,2670.10009765625,3020740000,0.008076336801563068,0.01501668084584135
2018-04-17,2706.389892578125,2713.340087890625,2692.050048828125,2692.739990234375,3286190000,0.01060507161386675,0.01491969671887263
2018-04-18,2708.639892578125,2717.489990234375,2703.6298828125,2710.110107421875,3412030000,0.0008310204075532664,0.014916733938241214
2018-04-19,2693.1298828125,2702.840087890625,2681.89990234375,2701.159912109375,3375120000,-0.00574258179583257,0.014965379630600316
2018-04-20,2670.139892578125,2693.93994140625,2660.610107421875,2692.56005859375,3428260000,-0.008573177188352708,0.013910944923155444
2018-04-23,2670.2900390625,2682.860107421875,2657.989990234375,2675.39990234375,3030390000,5.623011118453955e-05,0.012945326349704599
2018-04-24,2634.56005859375,2683.550048828125,2617.320068359375,2680.800048828125,3716020000,-0.013470888006475166,0.011903352324169903
2018-04-25,2639.39990234375,2645.300048828125,2612.669921875,2634.919921875,3563680000,0.0018353742328236348,0.0112171694406495
2018-04-26,2666.93994140625,2676.47998046875,2647.159912109375,2651.64990234375,3690920000,0.010380144187376953,0.011395932375912975
2018-04-27,2669.909912109375,2677.35009765625,2659.010009765625,2675.469970703125,3234510000,0.001113005271363815,0.011010330723032901
2018-04-30,2648.050048828125,2682.8701171875,2648.0400390625,2682.510009765625,3749510000,-0.008221192548921247,0.00982620117817404
2018-05-01,2654.800048828125,2655.27001953125,2625.409912109375,2642.9599609375,3562820000,0.0025458021710273926,0.00947059672992799
2018-05-02,2635.669921875,2660.8701171875,2631.699951171875,2654.239990234375,4047020000,-0.007231951201402355,0.009277435556237716
2018-05-03,2629.72998046875,2637.139892578125,2594.6201171875,2628.080078125,3867530000,-0.002256217585064076,0.009137586417311275
2018-05-04,2663.419921875,2670.929931640625,2615.320068359375,2621.449951171875,3335260000,0.012729810028334959,0.008078551190927857
2018-05-07,2672.6298828125,2683.35009765625,2664.699951171875,2680.340087890625,3266810000,0.003451980554989958,0.008080339754785507
2018-05-08,2671.919921875,2676.340087890625,2655.199951171875,2670.260009765625,3745100000,-0.0002656766117338216,0.007215328572460165
2018-05-09,2697.7900390625,2701.27001953125,2674.139892578125,2678.1201171875,3913650000,0.009635647934868785,0.00736712634596281
2018-05-10,2723.070068359375,2726.110107421875,2704.5400390625,2705.02001953125,3380640000,0.009327011603848374,0.007427965553472476
2018-05-11,2727.719970703125,2732.860107421875,2717.449951171875,2722.699951171875,2874850000,0.0017061392709612562,0.0073689712383871704
2018-05-14,2730.1298828125,2742.10009765625,2725.469970703125,2738.469970703125,2994360000,0.0008830995101265589,0.0071956987814918005
2018-05-15,2711.449951171875,2718.590087890625,2701.909912109375,2718.590087890625,3291190000,-0.006865655043990812,0.0070224374577374845
2018-05-16,2722.4599609375,2727.760009765625,2712.169921875,2712.6201171875,3248480000,0.004052339847514407,0.00707697612006387
2018-05-17,2720.1298828125,2731.9599609375,2711.360107421875,2719.7099609375,3478150000,-0.0008562387886101002,0.006942104683554603
2018-05-18,2712.969970703125,2719.5,2709.179931640625,2717.35009765625,3383270000,-0.0026356652545503154,0.006654737829518944
2018-05-21,2733.010009765625,2739.18994140625,2725.699951171875,2735.389892578125,3053480000,0.007359604547933372,0.006810583470009833
2018-05-22,2724.43994140625,2742.239990234375,2721.8798828125,2738.340087890625,3384140000,-0.0031406885928751895,0.005984089722189963
2018-05-23,2733.2900390625,2733.330078125,2709.5400390625,2713.97998046875,3333160000,0.003243145206898752,0.005994317327515591
2018-05-24,2727.760009765625,2731.969970703125,2707.3798828125,2730.93994140625,3285750000,-0.0020252629577225518,0.00568806213498196
2018-05-25,2721.330078125,2727.360107421875,2714.989990234375,2723.60009765625,3015260000,-0.002360003054185922,0.0057412909329861645
2018-05-29,2689.860107421875,2710.669921875,2676.81005859375,2705.110107421875,3743310000,-0.011631572511792225,0.006069403847785365
2018-05-30,2724.010009765625,2729.340087890625,2702.429931640625,2702.429931640625,3566490000,0.012615875351923801,0.0066163635207274335
2018-05-31,2705.27001953125,2722.5,2700.679931640625,2720.97998046875,4241100000,-0.006903333243434207,0.006594466694381069
2018-06-01,2734.6201171875,2736.929931640625,2718.699951171875,2718.699951171875,3694310000,0.01079079970923988,0.006863658095128626
2018-06-04,2746.8701171875,2749.159912109375,2740.5400390625,2741.669921875,3410090000,0.004469594898352221,0.0064150756925912735
2018-06-05,2748.800048828125,2752.610107421875,2739.510009765625,2748.4599609375,3523550000,0.0007023462695756739,0.006401450323619616
2018-06-06,2772.35009765625,2772.389892578125,2748.4599609375,2753.25,3662780000,0.008530900637311972,0.006580312514780928
2018-06-07,2770.3701171875,2779.89990234375,2760.159912109375,2774.840087890625,3742080000,-0.0007144436219845289,0.0063378898115745924
2018-06-08,2779.030029296875,2779.389892578125,2763.590087890625,2765.840087890625,3138850000,0.0031210289077513477,0.006071961886787234
2018-06-11,2782.0,2790.2099609375,2780.169921875,2780.179931640625,3262130000,0.0010681370069403208,0.0060698269287712235
2018-06-12,2786.85009765625,2789.800048828125,2778.780029296875,2785.60009765625,3435700000,0.0017418672787038484,0.0060721037105346655
2018-06-13,2775.6298828125,2791.469970703125,2774.64990234375,2787.93994140625,3820770000,-0.004034254541411457,0.00590919635395286
2018-06-14,2782.489990234375,2789.06005859375,2776.52001953125,2783.2099609375,3540930000,0.002468500522503687,0.005879067686772173
2018-06-15,2779.659912109375,2782.81005859375,2761.72998046875,2777.780029296875,5451990000,-0.00101762031549408,0.005881990278325407
2018-06-18,2773.75,2774.989990234375,2757.1201171875,2765.7900390625,3316120000,-0.002128391180886516,0.005866186060201243
2018-06-19,2762.590087890625,2765.050048828125,2743.18994140625,2752.010009765625,3671160000,-0.004031517951391294,0.005779594534278618
2018-06-20,2767.320068359375,2774.860107421875,2763.909912109375,2769.72998046875,3332140000,0.001710690224112545,0.005718546592188896
2018-06-21,2749.760009765625,2769.280029296875,2744.389892578125,2769.280029296875,3336580000,-0.006365728843220268,0.005901504725953651
2018-06-22,2754.8798828125,2764.169921875,2752.679931640625,2760.7900390625,5468110000,0.0018602032551338834,0.00588484668102695
2018-06-25,2717.070068359375,2742.93994140625,2698.669921875,2742.93994140625,3663280000,-0.013819722967770653,0.006681408019747102
2018-06-26,2723.06005859375,2732.909912109375,2715.60009765625,2722.1201171875,3568900000,0.0022021505056967236,0.00611442509434747
2018-06-27,2699.6298828125,2746.090087890625,2699.3798828125,2728.449951171875,3803990000,-0.008641586313141117,0.005755258977528837
2018-06-28,2716.31005859375,2724.340087890625,2691.989990234375,2698.68994140625,3461100000,0.006159680019031288,0.005725450059858253
2018-06-29,2718.3701171875,2743.260009765625,2718.030029296875,2727.1298828125,3586800000,0.0007581158875170001,0.005160688335836319
2018-07-02,2726.7099609375,2727.260009765625,2698.949951171875,2704.949951171875,3095040000,0.003063260834293461,0.005101550823665649
2018-07-03,2713.219970703125,2736.580078125,2711.159912109375,2733.27001953125,1911460000,-0.004959629280533677,0.0051952483373845
2018-07-05,2736.610107421875,2737.830078125,2716.02001953125,2724.18994140625,2980160000,0.008583856745537827,0.005200185646005289
2018-07-06,2759.820068359375,2764.409912109375,2733.52001953125,2737.679931640625,2590250000,0.00844551760058016,0.005583354949122671
2018-07-09,2784.169921875,2784.64990234375,2770.72998046875,2775.6201171875,3070060000,0.008784290785341506,0.005895061710044235
2018-07-10,2793.840087890625,2795.580078125,2786.239990234375,2788.56005859375,3080140000,0.003467249318821859,0.005940198031086428
2018-07-11,2774.02001953125,2785.909912109375,2770.77001953125,2779.820068359375,2986180000,-0.0071194863719165015,0.006146985832817096
2018-07-12,2798.2900390625,2799.219970703125,2781.530029296875,2783.139892578125,2834230000,0.0087109915801719,0.0063878525998619365
2018-07-13,2801.31005859375,2804.530029296875,2791.68994140625,2796.929931640625,2619790000,0.0010786555366086475,0.006371780028502439
2018-07-16,2798.429931640625,2801.18994140625,2793.389892578125,2797.360107421875,2819860000,-0.0010286646208985384,0.006371904088471564
2018-07-17,2809.550048828125,2814.18994140625,2789.239990234375,2789.340087890625,3064920000,0.003965824343443431,0.006393505939669366
2018-07-18,2815.6201171875,2816.760009765625,2805.889892578125,2811.35009765625,3111560000,0.0021581820767374625,0.006304604311778126
2018-07-19,2804.489990234375,2812.050048828125,2799.77001953125,2809.3701171875,3278360000,-0.003960826849049506,0.00639551568100062
2018-07-20,2801.830078125,2809.699951171875,2800.010009765625,2804.550048828125,3243250000,-0.0009488977712743675,0.006193516472028309
2018-07-23,2806.97998046875,2808.610107421875,2795.139892578125,2799.169921875,2928490000,0.0018363623432315187,0.006193331919940764
2018-07-24,2820.39990234375,2829.989990234375,2811.1201171875,2820.679931640625,3430410000,0.004769518886053562,0.005173046904313621
2018-07-25,2846.070068359375,2848.030029296875,2817.72998046875,2817.72998046875,3584400000,0.009060435070372713,0.005418000387055424
2018-07-26,2837.43994140625,2845.570068359375,2835.260009765625,2835.489990234375,3667290000,-0.00303690274886736,0.004952149383815905
2018-07-27,2818.820068359375,2843.169921875,2808.340087890625,2842.35009765625,3434370000,-0.006583834644845457,0.005264998952589422
2018-07-30,2802.60009765625,2821.739990234375,2798.110107421875,2819.0,3261190000,-0.0057707893155871425,0.0055320391860809795
2018-07-31,2816.2900390625,2824.4599609375,2808.06005859375,2809.72998046875,3906890000,0.004872837219303094,0.005573154629593258
2018-08-01,2813.360107421875,2825.830078125,2805.85009765625,2821.169921875,3501350000,-0.0010408930675711336,0.005395863502402227
2018-08-02,2827.219970703125,2829.909912109375,2796.340087890625,2800.47998046875,3501380000,0.0049143495822087,0.005212767918230965
2018-08-03,2840.35009765625,2840.3798828125,2827.3701171875,2829.6201171875,3043690000,0.004633432065347987,0.005016387984974401
2018-08-06,2850.39990234375,2853.2900390625,2835.97998046875,2840.2900390625,2879020000,0.003531982650801626,0.0047415144197964
2018-08-07,2858.449951171875,2863.429931640625,2855.919921875,2855.919921875,3185440000,0.0028202017464857678,0.004727240129068824
2018-08-08,2857.699951171875,2862.43994140625,2853.090087890625,2856.7900390625,2978070000,-0.00026241439329510795,0.0043282610054845815
2018-08-09,2853.580078125,2862.47998046875,2851.97998046875,2857.18994140625,3066180000,-0.0014427146770399496,0.0040207654734434155
2018-08-10,2833.280029296875,2842.199951171875,2825.81005859375,2838.89990234375,3265590000,-0.007139312263244472,0.004410950631958905
2018-08-13,2821.929931640625,2843.39990234375,2819.8798828125,2835.4599609375,3173630000,-0.004014037665980266,0.00451704207563373
2018-08-14,2839.9599609375,2843.110107421875,2826.580078125,2827.8798828125,2986500000,0.006368930016417421,0.004646486371410127
2018-08-15,2818.3701171875,2827.949951171875,2802.489990234375,2827.949951171875,3656680000,-0.007631208581378815,0.004971136357174061
2018-08-16,2840.68994140625,2850.489990234375,2831.43994140625,2831.43994140625,3232000000,0.00788821455263811,0.0051702122681949216
2018-08-17,2850.1298828125,2855.6298828125,2833.72998046875,2838.320068359375,3037640000,0.003317606375263089,0.005189132638164946
2018-08-20,2857.050048828125,2859.760009765625,2850.6201171875,2853.929931640625,2757150000,0.002425074902128281,0.005196659210909705
2018-08-21,2862.9599609375,2873.22998046875,2861.320068359375,2861.510009765625,3174010000,0.002066399954627058,0.005124942468293923
2018-08-22,2861.820068359375,2867.5400390625,2856.050048828125,2860.989990234375,2701250000,-0.0003982310542435054,0.004739509404699345
2018-08-23,2856.97998046875,2868.780029296875,2854.030029296875,2860.2900390625,2724450000,-0.0016926939235351061,0.004699419341644354
2018-08-24,2874.68994140625,2876.159912109375,2862.35009765625,2862.35009765625,2603010000,0.006179705928285333,0.004574202832825826
2018-08-27,2896.739990234375,2898.25,2884.68994140625,2884.68994140625,2865070000,0.007641141407110444,0.0045149546394135705
2018-08-28,2897.52001953125,2903.77001953125,2893.5,2901.449951171875,2687770000,0.00026924207759835515,0.004459108449720591
2018-08-29,2914.0400390625,2916.5,2898.39990234375,2900.6201171875,2805520000,0.005685242468911669,0.004516870005382824
2018-08-30,2901.1298828125,2912.4599609375,2895.219970703125,2908.93994140625,2810450000,-0.004440172044458075,0.004655050855533887
2018-08-31,2901.52001953125,2906.320068359375,2891.72998046875,2898.3701171875,2887220000,0.00013446846730492032,0.0045932904556597424
2018-09-04,2896.719970703125,2900.179931640625,2885.1298828125,2896.9599609375,3087420000,-0.0016556920488793076,0.004593143876391506
2018-09-05,2888.60009765625,2894.2099609375,2876.919921875,2891.590087890625,3248780000,-0.002807062801265972,0.004635425442065816
2018-09-06,2878.050048828125,2892.050048828125,2867.2900390625,2888.639892578125,3144240000,-0.0036589910366181576,0.004727092032117932
2018-09-07,2871.679931640625,2883.81005859375,2864.1201171875,2868.260009765625,2976580000,-0.002215797895014484,0.004745688387806818
2018-09-10,2877.1298828125,2886.929931640625,2875.93994140625,2881.389892578125,2751100000,0.0018960282146933797,0.004417310401054276
2018-09-11,2887.889892578125,2892.52001953125,2866.780029296875,2871.570068359375,2904500000,0.003732865689715426,0.004314377621209635
2018-09-12,2888.919921875,2894.64990234375,2879.199951171875,2888.2900390625,3341280000,0.0003566083498935524,0.00413783087071856
2018-09-13,2904.179931640625,2906.760009765625,2896.389892578125,2896.85009765625,3274090000,0.005268352159391334,0.003730828913663801
2018-09-14,2904.97998046875,2908.300048828125,2895.77001953125,2906.3798828125,3179410000,0.00027544390076635555,0.003420136096718313
2018-09-17,2888.800048828125,2904.64990234375,2886.159912109375,2903.830078125,2967980000,-0.005585290991549207,0.003687813827996665
2018-09-18,2904.31005859375,2911.169921875,2890.429931640625,2890.739990234375,3091190000,0.0053546528676252396,0.003816953567577007
2018-09-19,2907.949951171875,2912.360107421875,2903.820068359375,2906.60009765625,3302460000,0.0012524880331719868,0.0038072954404938467
2018-09-20,2930.75,2934.800048828125,2919.72998046875,2919.72998046875,3406520000,0.00781001418532906,0.004104457739413028
2018-09-21,2929.669921875,2940.909912109375,2927.110107421875,2936.760009765625,5652470000,-0.00036860093700704873,0.004066011052141906
2018-09-24,2919.3701171875,2923.7900390625,2912.6298828125,2921.830078125,3392030000,-0.003521882314013849,0.004026231211605973
2018-09-25,2915.56005859375,2923.949951171875,2913.699951171875,2921.75,3330880000,-0.001305948493117946,0.0037071432086613816
2018-09-26,2905.969970703125,2931.14990234375,2903.280029296875,2916.97998046875,3417540000,-0.003294699681159941,0.003794530499329104
2018-09-27,2914.0,2927.219970703125,2909.27001953125,2911.64990234375,3101360000,0.0027594762285113967,0.0036222084349685057
2018-09-28,2913.97998046875,2920.530029296875,2907.5,2910.030029296875,3461680000,-6.870144138179519e-06,0.0034686246897623232
2018-10-01,2924.590087890625,2937.06005859375,2917.909912109375,2926.2900390625,3375890000,0.0036344923421985013,0.0035513368485482486
2018-10-02,2923.429931640625,2931.419921875,2919.3701171875,2923.800048828125,3432620000,-0.0003967689102790794,0.0035241103759798185
2018-10-03,2925.510009765625,2939.860107421875,2921.360107421875,2931.68994140625,3625510000,0.0007112667367183715,0.0034392914639982774
2018-10-04,2901.610107421875,2919.780029296875,2883.919921875,2919.35009765625,3510370000,-0.008203035421009815,0.003861990536226854
2018-10-05,2885.570068359375,2909.639892578125,2869.2900390625,2902.5400390625,3340820000,-0.0055433145846221455,0.00404814616978255
2018-10-08,2884.429931640625,2889.449951171875,2862.080078125,2877.530029296875,3381820000,-0.000395194708349698,0.004031237306135641
2018-10-09,2880.340087890625,2894.830078125,2874.27001953125,2882.510009765625,3531690000,-0.0014189098341542976,0.0039525080468832
2018-10-10,2785.679931640625,2874.02001953125,2784.860107421875,2873.89990234375,4554260000,-0.03341638904260208,0.008421402457463787
2018-10-11,2728.3701171875,2795.139892578125,2710.510009765625,2776.8701171875,4914090000,-0.02078757997254153,0.00924258828213529
2018-10-12,2767.1298828125,2775.77001953125,2729.43994140625,2770.5400390625,4024010000,0.014106235408376288,0.009996834904238954
2018-10-15,2750.7900390625,2775.989990234375,2749.030029296875,2763.830078125,3327160000,-0.005922482291300048,0.01000271754023594
2018-10-16,2809.919921875,2813.4599609375,2766.909912109375,2767.050048828125,3460260000,0.02126782803490127,0.01121540152790063
2018-10-17,2809.2099609375,2816.93994140625,2781.81005859375,2811.669921875,3347090000,-0.0002526942626648821,0.011199925147994753
2018-10-18,2768.780029296875,2806.0400390625,2755.179931640625,2802.0,3639300000,-0.014496490575341185,0.011310319236664361
2018-10-19,2767.780029296875,2797.77001953125,2760.27001953125,2775.659912109375,3593940000,-0.00036123513527937907,0.011310404154589738
2018-10-22,2755.8798828125,2778.93994140625,2749.219970703125,2773.93994140625,3331270000,-0.004308797096477868,0.011314261057905771
2018-10-23,2740.68994140625,2753.590087890625,2691.429931640625,2721.030029296875,4373710000,-0.005527076180694164,0.011322690093544533
2018-10-24,2656.10009765625,2742.590087890625,2651.889892578125,2737.8701171875,4738670000,-0.03135077386114084,0.012967547790152452
2018-10-25,2705.570068359375,2722.699951171875,2667.840087890625,2674.8798828125,4663930000,0.018453717978714167,0.013872924094048575
2018-10-26,2658.68994140625,2692.3798828125,2628.159912109375,2667.860107421875,4804330000,-0.017479138010003174,0.014174272157902712
2018-10-29,2641.25,2706.85009765625,2603.5400390625,2682.64990234375,4701260000,-0.00658120829519397,0.014045996909427138
2018-10-30,2682.6298828125,2685.429931640625,2635.340087890625,2640.679931640625,5125600000,0.015545322971877482,0.014760822700236376
2018-10-31,2711.739990234375,2736.68994140625,2705.60009765625,2705.60009765625,5133380000,0.010792878754571094,0.015108930297548943
2018-11-01,2740.3701171875,2741.669921875,2708.85009765625,2717.580078125,4730250000,0.010502498868529206,0.01539782630509902
2018-11-02,2723.06005859375,2756.550048828125,2700.43994140625,2745.449951171875,4261230000,-0.006336721055879746,0.01540612683811054
2018-11-05,2738.31005859375,2744.27001953125,2717.93994140625,2726.3701171875,3650910000,0.0055846936971941175,0.015514906170568447
2018-11-06,2755.449951171875,2756.820068359375,2737.080078125,2738.39990234375,3543800000,0.0062397877444086355,0.01563958804466561
2018-11-07,2813.889892578125,2815.14990234375,2774.1298828125,2774.1298828125,3929080000,0.020987078560774024,0.01462569971681273
2018-11-08,2806.830078125,2814.75,2794.989990234375,2806.3798828125,3673550000,-0.002512068988491457,0.013771411891475672
2018-11-09,2781.010009765625,2794.10009765625,2764.239990234375,2794.10009765625,4029030000,-0.00924158591537243,0.01362803449367627
2018-11-12,2726.219970703125,2775.989990234375,2722.0,2773.929931640625,3701570000,-0.019898150985467496,0.014302798003959897
2018-11-13,2722.179931640625,2754.60009765625,2714.97998046875,2730.050048828125,4112820000,-0.0014830188221738934,0.013358255881808364
2018-11-14,2701.580078125,2746.800048828125,2685.75,2737.89990234375,4449060000,-0.0075961888184505446,0.013420454017920434
2018-11-15,2730.199951171875,2735.3798828125,2670.75,2693.52001953125,4204960000,0.01053803274264194,0.013356310789947168
2018-11-16,2736.27001953125,2746.75,2712.159912109375,2718.5400390625,3996970000,0.002220837537483983,0.013372243731654673
2018-11-19,2690.72998046875,2733.159912109375,2681.090087890625,2730.739990234375,3806940000,-0.016783161235721437,0.013838478830216848
2018-11-20,2641.889892578125,2669.43994140625,2631.52001953125,2654.60009765625,4370820000,-0.018317995556585972,0.01433579460613943
2018-11-21,2649.929931640625,2670.72998046875,2649.820068359375,2657.739990234375,3237400000,0.0030386693107672014,0.012562009000165708
2018-11-23,2632.56005859375,2647.550048828125,2631.090087890625,2633.360107421875,1651680000,-0.006576419711855615,0.011840697489369141
2018-11-26,2673.449951171875,2674.35009765625,2649.969970703125,2649.969970703125,3523520000,0.015412975845366429,0.0117691935550534
2018-11-27,2682.169921875,2682.530029296875,2655.889892578125,2663.75,3494380000,0.003256384364612641,0.011672664655536291
2018-11-28,2743.7900390625,2744.0,2684.3798828125,2691.449951171875,3984540000,0.022714051303113776,0.012246269754604034
2018-11-29,2737.800048828125,2753.75,2722.93994140625,2736.969970703125,3599200000,-0.002185494545393453,0.012049407453970753
2018-11-30,2760.169921875,2760.8798828125,2732.760009765625,2737.760009765625,4668310000,0.008137547716617559,0.011957106713297545
2018-12-03,2790.3701171875,2800.179931640625,2773.3798828125,2790.5,4221580000,0.010882001794362436,0.012068922971301002
2018-12-04,2700.06005859375,2785.929931640625,2697.179931640625,2782.429931640625,4515710000,-0.03290022883855611,0.014213917039472375
2018-12-06,2695.949951171875,2696.14990234375,2621.530029296875,2663.510009765625,5180430000,-0.0015233879141442856,0.014120021827285181
2018-12-07,2633.080078125,2708.5400390625,2623.139892578125,2691.260009765625,4242240000,-0.02359633545632224,0.013969411535702995
2018-12-10,2637.719970703125,2647.510009765625,2583.22998046875,2630.860107421875,4162880000,0.0017606032229163218,0.014015024810207898
2018-12-11,2636.780029296875,2674.35009765625,2621.300048828125,2664.43994140625,3963440000,-0.00035640967530566644,0.013951011170238156
2018-12-12,2651.070068359375,2685.43994140625,2650.260009765625,2658.22998046875,4029300000,0.005404871010351243,0.013443841470990934
2018-12-13,2650.5400390625,2670.18994140625,2637.27001953125,2658.699951171875,3978340000,-0.00019995031241503897,0.013446473685695196
2018-12-14,2599.949951171875,2635.070068359375,2593.840087890625,2629.679931640625,4064370000,-0.019271212268699812,0.013975675953602875
2018-12-17,2545.93994140625,2601.1298828125,2530.5400390625,2590.75,4661420000,-0.020992284828576645,0.014271957937631726
2018-12-18,2546.159912109375,2573.989990234375,2528.7099609375,2559.89990234375,4519190000,8.639685378910398e-05,0.014234908991998859
